Name,Size,Type,Alignment,AC,AC info,Mean HP,HP Dice,Speed,Prof. bonus,STR,DEX,CON,INT,WIS,CHA,Skill Proficiencies,Resistances,Vulnerabilities,Immunities,Conditions Immunity,Senses,Passive Perception,Languages,Trait Name,Trait Description,Action Name,Action Description,Legendary Action Name,Legendary Action Description,CR,Source
Magma Mephit,S,elemental,neutral evil,11,,22,5d6+5,"30 ft., fly 30 ft.",2,8,12,12,7,10,10,Stealth +3,,cold,"fire, poison",poisoned,darkvision 60 ft.,10,"Ignan, Terran","['Death Burst', 'False Appearance', 'Innate Spellcasting (1/Day)']","['When the mephit dies, it explodes in a burst of lava. Each creature within 5 ft. of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.', 'While the mephit remains motionless, it is indistinguishable from an ordinary mound of magma.', 'The mephit can innately cast heat metal (spell save DC 10), requiring no material components. Its innate spellcasting ability is Charisma.']","['Claws', 'Fire Breath (Recharge 6)', 'Variant: Summon Mephits (1/Day)']","['Melee Weapon Attack: +3 to hit, reach 5 ft ., one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) fire damage.', 'The mephit exhales a 15-foot cone of fire. Each creature in that area must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.', ""The mephit has a 25 percent chance of summoning 1d4 mephits of its kind. A summoned mephit appears in an unoccupied space within 60 feet of its summoner, acts as an ally of its summoner, and can't summon other mephits. It remains for 1 minute, until it or its summoner dies, or until its summoner dismisses it as an action.""]",[],[],0.5, monster manual
Magmin,S,elemental,chaotic neutral,14,natural armor,9,2d6+2,30 ft.,2,7,15,12,8,11,10,,"bludgeoning, piercing, and slashing from nonmagical weapons",,fire,,darkvision 60 ft.,10,Ignan,"['Death Burst', 'Ignited Illumination']","[""When the magmin dies, it explodes in a burst of fire and magma. Each creature within 10 ft. of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. Flammable objects that aren't being worn or carried in that area are ignited."", 'As a bonus action, the magmin can set itself ablaze or extinguish its flames. While ablaze, the magmin sheds bright light in a 10-foot radius and dim light for an additional 10 ft.']",['Touch'],"['Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d6) fire damage. If the target is a creature or a flammable object, it ignites. Until a creature takes an action to douse the fire, the creature takes 3 (1d6) fire damage at the end of each of its turns.']",[],[],0.5, monster manual
Male Steeder,M,beast,unaligned,12,natural armor,13,2d8+4,"30 ft., climb 30 ft.",2,15,12,14,2,10,3,Stealth +5,,,,,darkvision 120 ft.,10,-,"['Spider Climb', 'Leap']","['The steeder can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.', 'The steeder can expend all its movement on its turn to jump up to 60 feet vertically or horizontally, provided that is speed is at least 30 feet.']","['Bite', 'Sticky Leg (Recharges when the Steeder Has No Creatures Grappled']","['Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d8 + 2) piercing damage, and the target must make a DC 12 Constitution saving throw, taking 4 (1d8) acid damage on a failed save, or half as much damage on a successful one.', ""Melee Weapon Attack: +4 to hit, reach 5 ft., one Small or Tiny creature. Hit: The target is stuck ot the steeder's leg and grappled until it escapes (escape DC 12)""]",[],[],0.25, out of the abyss
Malformed Kraken,H,monstrosity,chaotic evil,17,natural armor,172,15d12+75,"20 ft., swim 40 ft.",4,25,11,20,11,15,15,,"bludgeoning, piercing, and slashing from nonmagical attacks",,lightning,"frightened, paralyzed",truesight 60 ft.,12,understands Common but can't speak; telepathy 60 ft.,"['Source', 'Amphibious', 'Siege Monster']","['Tales from the Yawning Portal,  page 239', 'The kraken can breathe air and water.', 'The kraken deals double damage to objects and structures.']","['Multiattack', 'Bite', 'Tentacle', 'Fling', 'Lightning Storm']","['The kraken makes three tentacle attacks. One of them can be replaced with a bite attack, and any of them can be replaced with Fling.', 'Melee Weapon Attack: +11 to hit, reach 5 ft., one target. Hit: 16 (2d8 + 7) piercing damage.', 'Melee Weapon Attack: +11 to hit, reach 20 ft., one target. Hit: 14 (2d6 + 7) bludgeoning damage, and the target is grappled (escape DC 16). Until this grapple ends, the target is restrained. The kraken has ten tentacles, each of which can grapple one target.', ""One Medium or smaller object held or creature grappled by the kraken's tentacles is thrown up to 60 feet in a random direction and knocked prone. If a thrown target strikes a solid surface, the target takes 3 (1d6) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature, that creature must succeed on a DC 16 Dexterity saving throw or take the same damage and be knocked prone."", 'The kraken creates three bolts of lightning, each of which can strike a target the kraken can see within 150 feet ofit. A target must make a DC 16 Dexterity saving throw, taking 16 (3dl0) lightning damage on a failed save, or half as much damage on a successful one.']",[],[],10.0, yawning portal
Mammoth,H,beast,unaligned,13,natural armor,126,11d12+55,40 ft.,3,24,9,21,3,11,6,,,,,,,10,,['Trampling Charge'],"['If the mammoth moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 18 Strength saving throw or be knocked prone. If the target is prone, the mammoth can make one stomp attack against it as a bonus action.']","['Gore', 'Stomp']","['Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 25 (4d8 + 7) piercing damage.', 'Melee Weapon Attack: +10 to hit, reach 5 ft., one prone creature. Hit: 29 (4d10 + 7) bludgeoning damage.']",[],[],6.0, monster manual
Manes,S,fiend (demon),chaotic evil,9,natural armor,9,2d6+2,20 ft.,2,10,9,13,3,8,4,,"cold, fire, lightning",,poison,"charmed, frightened, poisoned",darkvision 60 ft.,9,understands Abyssal but can't speak,[],[],['Claws'],"['Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 5 (2d4) slashing damage.']",[],[],0.125, monster manual
Manticore,L,monstrosity,lawful evil,14,natural armor,68,8d10+24,"30 ft., fly 50 ft.",2,17,16,17,7,12,8,,,,,,darkvision 60 ft.,11,,['Tail Spike Regrowth'],['The manticore has twenty-four tail spikes. Used spikes regrow when the manticore finishes a long rest.'],"['Multiattack', 'Bite', 'Claw', 'Tail Spike']","['The manticore makes three attacks: one with its bite and two with its claws or three with its tail spikes.', 'Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.', 'Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.', 'Ranged Weapon Attack: +5 to hit, range 100/200 ft., one target. Hit: 7 (1d8 + 3) piercing damage.']",[],[],3.0, monster manual
Marid,L,elemental,chaotic neutral,17,natural armor,229,17d10+136,"30 ft., fly 60 ft., swim 90 ft.",4,22,12,26,18,17,18,,"acid, cold, lightning",,,,"blindsight 30 ft., darkvision 120 ft.",13,Aquan,"['Amphibious', 'Elemental Demise', 'Innate Spellcasting', 'Variant: Genie Powers']","['The marid can breathe air and water.', 'If the marid dies, its body disintegrates into a burst of water and foam, leaving behind only equipment the marid was wearing or carrying.', ""The marid's innate spellcasting ability is Charisma (spell save DC 16, +8 to hit with spell attacks). It can innately cast the following spells, requiring no material components: "", None, 'At will: create or destroy water, detect evil and good, detect magic, fog cloud, purify food and drink', '3/day each: tongues, water breathing, water walk', '1/day each: conjure elemental (water elemental only), control water, gaseous form, invisibility, plane shift', 'Genies have a variety of magical capabilities, including spells. A few have even greater powers that allow them to alter their appearance or the nature of reality.', None, 'Disguises.', 'Some genies can veil themselves in illusion to pass as other similarly shaped creatures. Such genies can innately cast the disguise self spell at will, often with a longer duration than is normal for that spell. Mightier genies can cast the true polymorph spell one to three times per day, possibly with a longer duration than normal. Such genies can change only their own shape, but a rare few can use the spell on other creatures and objects as well.', 'Wishes.', ""The genie power to grant wishes is legendary among mortals. Only the most potent genies, such as those among the nobility, can do so. A particular genie that has this power can grant one to three wishes to a creature that isn't a genie. Once a genie has granted its limit of wishes, it can't grant wishes again for some amount of time (usually 1 year). and cosmic law dictates that the same genie can expend its limit of wishes on a specific creature only once in that creature's existence."", ""To be granted a wish, a creature within 60 feet of the genie states a desired effect to it. The genie can then cast the wish spell on the creature's behalf to bring about the effect. Depending on the genie's nature, the genie might try to pervert the intent of the wish by exploiting the wish's poor wording. The perversion of the wording is usually crafted to be to the genie's benefit.""]","['Multiattack', 'Trident', 'Water Jet']","['The marid makes two trident attacks.', 'Melee or Ranged Weapon Attack: +10 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 13 (2d6 + 6) piercing damage, or 15 (2d8 + 6) piercing damage if used with two hands to make a melee attack.', 'The marid magically shoots water in a 60-foot line that is 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw. On a failure, a target takes 21 (6d6) bludgeoning damage and, if it is Huge or smaller, is pushed up to 20 feet away from the marid and knocked prone. On a success, a target takes half the bludgeoning damage, but is neither pushed nor knocked prone.']",[],[],11.0, monster manual
Marilith,L,fiend (demon),chaotic evil,18,natural armor,189,18d10+90,40 ft.,5,18,20,20,18,16,20,,"cold, fire, lightning, bludgeoning, piercing, and slashing from nonmagical weapons",,poison,poisoned,truesight 120 ft.,13,"Abyssal, telepathy 120 ft.","['Magic Resistance', 'Magic Weapons', 'Reactive']","['The marilith has advantage on saving throws against spells and other magical effects.', ""The marilith's weapon attacks are magical."", 'The marilith can take one reaction on every turn in combat.']","['Multiattack', 'Longsword', 'Tail', 'Teleport', 'Variant: Summon Demon (1/Day)']","['The marilith can make seven attacks: six with its longswords and one with its tail.', 'Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.', ""Melee Weapon Attack: +9 to hit, reach 10 ft., one creature. Hit: 15 (2d10 + 4) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 19). Until this grapple ends, the target is restrained, the marilith can automatically hit the target with its tail, and the marilith can't make tail attacks against other targets."", 'The marilith magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.', 'The demon chooses what to summon and attempts a magical summoning.', 'A marilith has a 50 percent chance of summoning 1d6 vrocks, 1d4 hezrous, 1d3 glabrezus, 1d2 nalfeshnees, or one marilith.', ""A summoned demon appears in an unoccupied space within 60 feet of its summoner, acts as an ally of its summoner, and can't summon other demons. It remains for 1 minute, until it or its summoner dies, or until its summoner dismisses it as an action.""]",[],[],16.0, monster manual
Markham Southwell,M,humanoid (Turami human),lawful good,17,splint,58,9d8+18,30 ft.,2,15,13,14,11,16,14,"Perception +5, Survival +5",,,,,,16,Common,['Roleplaying Information'],"['Sheriff Markham of Bryn Shander is a brawny, likable man of few words. Nothing is more important to him than protecting Icewind Dale. He judges others by their actions, not their words.', None, 'Ideal: ""All people deserve to be treated with dignity.""', 'Bond: ""Duvessa is a natural leader, but she needs help. That\'s my job.""', 'Flaw: ""I bury my emotions and have no interest in small talk.""']","['Multiattack', 'Longsword', 'Heavy Crossbow']","['Markham makes two melee attacks.', 'Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8+2) slashing damage, or 7 (1d10+2) slashing damage if used with two hands.', 'Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10+1) piercing damage. Markham carries twenty crossbow bolts.']",[],[],0.0, storm kings thunder
Marlos Urnrayle,M,monstrosity,neutral evil,15,natural armor,136,16d8+64,30 ft.,3,17,11,18,12,13,17,"Arcana +4, Deception +6, Perception +4",acid,,,,"darkvision 60 ft., tremorsense 60 ft.",14,"Common, Terran","['Earthen Defeat', 'Earth Passage', 'Legendary Resistance (2/Day)', 'Petrifying Gaze']","['When Marlos drops to 0 hit points, his body transforms into mud and collapses into a pool. Anything he is wearing or carrying is left behind.', 'Marlos can move in difficult terrain composed of anything made from earth or stone as if it were normal terrain. He can move through solid earth and rock as if it were difficult terrain. If he ends his turn there, he is shunted into the nearest space he last occupied.', 'If Marlos fails a saving throw, he can choose to succeed instead.', ""When a creature that can see Marlos's eyes starts its turn within 30 feet of him, Marlos can force it to make a DC 14 Constitution saving throw if Marlos isn't incapacitated and can see the creature. If the saving throw fails by 5 or more, the creature is instantly petrified. Otherwise, a creature that fails the save begins to turn to stone and is restrained. The restrained creature must repeat the saving throw at the end of its next turn, becoming petrified on a failure or ending the effect on a success. The petrification lasts until the creature is freed by the greater restoration spell or other magic."", ""Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so, it can't see Marlos until the start of its next turn, when it can decide to avert its eyes again. If the creature looks at Marlos in the meantime, it must immediately make the save."", 'If Marlos sees himself reflected on a polished surface within 30 feet of him and in an area of bright light, Marlos is, due to his curse, affected by his own gaze.']","['Multiattack', 'Snake Hair', 'Ironfang']","['Marlos makes three melee attacks, one with his snake hair and two with Ironfang.', 'Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 14 (4d6) poison damage.', 'Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) thunder damage.']",[],[],8.0, elemental evil
